Campagne_ID,Nom_Campagne,Date_Début,Date_Fin,Objectif,Ciblage,Budget (FCFA),Résultat_Campagne,colonne_normalisee
3832,target enterprise supply-chains,2024-02-21,2024-04-26,Acquisition,Nouveaux clients,1717732,718,1717.732
3833,facilitate cross-media platforms,2024-01-11,2024-02-16,Acquisition,Nouveaux clients,1814407,545,1814.407
3834,leverage dynamic users,2024-06-27,2024-01-24,Acquisition,Nouveaux clients,1636057,865,1636.057
3835,grow next-generation systems,2024-06-04,2024-12-05,Fidélisation,Nouveaux clients,1307443,849,1307.443
3836,enable user-centric initiatives,2024-01-11,2024-09-25,Acquisition,Clients inactifs,728869,696,728.869
3837,empower collaborative interfaces,2024-04-10,2024-02-04,Fidélisation,Clients inactifs,712941,183,712.941
3838,orchestrate transparent supply-chains,2024-10-16,2024-07-02,Fidélisation,Clients inactifs,1572205,699,1572.205
3839,strategize rich action-items,2024-07-17,2024-01-17,Acquisition,Clients inactifs,1568716,237,1568.716
3840,grow granular convergence,2024-05-11,2024-01-18,Fidélisation,Clients inactifs,1706317,706,1706.317
3841,incentivize end-to-end synergies,2024-08-13,2024-05-17,Fidélisation,Clients inactifs,1820630,240,1820.63
3842,leverage plug-and-play ROI,2024-05-26,2024-03-04,Fidélisation,Nouveaux clients,1687643,235,1687.643
3843,deploy end-to-end web-readiness,2024-06-26,2024-06-26,Fidélisation,Clients inactifs,1829188,362,1829.188
3844,cultivate wireless supply-chains,2024-05-30,2024-11-28,Acquisition,Clients actifs,625548,291,625.548
3845,deliver extensible content,2024-01-10,2024-11-22,Fidélisation,Nouveaux clients,1382653,889,1382.653
3846,utilize B2B systems,2024-06-24,2024-06-11,Acquisition,Nouveaux clients,1218798,760,1218.798
3847,orchestrate end-to-end e-commerce,2024-03-14,2024-11-01,Acquisition,Clients inactifs,1073010,508,1073.01
3848,unleash impactful networks,2024-10-03,2024-10-10,Fidélisation,Clients inactifs,1855708,307,1855.708
3849,enable end-to-end niches,2024-10-31,2024-08-21,Fidélisation,Clients inactifs,743368,379,743.368
3850,syndicate intuitive eyeballs,2024-03-25,2024-10-13,Acquisition,Clients inactifs,1047842,506,1047.842
3851,facilitate e-business e-tailers,2024-06-01,2024-02-27,Fidélisation,Clients actifs,797827,162,797.827
3852,synergize robust initiatives,2024-07-23,2024-09-18,Acquisition,Nouveaux clients,1543787,867,1543.787
3853,exploit intuitive applications,2024-12-05,2024-04-26,Acquisition,Nouveaux clients,615703,404,615.703
3854,aggregate turn-key e-services,2024-04-18,2024-03-08,Acquisition,Clients actifs,1930123,192,1930.123
3855,deploy proactive portals,2024-11-03,2024-10-21,Fidélisation,Clients actifs,1056605,729,1056.605
3856,engage 24/7 metrics,2024-05-16,2024-03-21,Fidélisation,Clients actifs,1419487,342,1419.487
3857,architect magnetic e-business,2024-10-31,2024-01-19,Fidélisation,Clients actifs,1235227,951,1235.227
3858,empower out-of-the-box schemas,2024-10-11,2024-09-02,Fidélisation,Clients actifs,1274371,614,1274.371
3859,optimize leading-edge info-mediaries,2024-11-19,2024-06-25,Fidélisation,Clients actifs,1045358,851,1045.358
3860,matrix turn-key supply-chains,2024-08-01,2024-10-08,Fidélisation,Clients inactifs,735688,568,735.688
3861,whiteboard wireless convergence,2024-08-24,2024-06-18,Acquisition,Clients actifs,1186823,139,1186.823
3862,envisioneer rich e-services,2024-02-22,2024-07-06,Fidélisation,Clients actifs,805078,870,805.078
3863,transition visionary deliverables,2024-07-18,2024-03-25,Fidélisation,Clients actifs,731354,141,731.354
3864,transition visionary markets,2024-07-12,2024-12-06,Acquisition,Clients actifs,1914464,367,1914.464
3865,e-enable end-to-end e-commerce,2024-12-10,2024-03-24,Fidélisation,Nouveaux clients,1513749,536,1513.749
3866,facilitate end-to-end functionalities,2024-10-28,2024-07-28,Fidélisation,Clients inactifs,1992143,578,1992.143
3867,mesh value-added channels,2024-05-03,2024-11-29,Acquisition,Clients inactifs,1426689,513,1426.689
3868,transition robust portals,2024-12-08,2024-10-01,Acquisition,Clients actifs,1503608,365,1503.608
3869,enable cross-media applications,2024-04-14,2024-07-13,Acquisition,Nouveaux clients,1566960,832,1566.96
3870,reinvent bleeding-edge users,2024-09-24,2024-03-09,Fidélisation,Clients inactifs,1364403,597,1364.403
3871,redefine cross-platform e-markets,2024-07-29,2024-08-28,Acquisition,Clients inactifs,1268753,783,1268.753
3872,monetize one-to-one technologies,2024-06-03,2024-09-02,Acquisition,Clients actifs,782734,283,782.734
3873,drive front-end technologies,2024-01-15,2024-04-04,Fidélisation,Clients actifs,1319558,849,1319.558
3874,scale killer deliverables,2024-05-26,2024-05-19,Fidélisation,Nouveaux clients,1967291,656,1967.291
3875,unleash robust solutions,2024-11-28,2024-02-14,Fidélisation,Clients actifs,1021767,976,1021.767
3876,reinvent frictionless communities,2024-10-27,2024-11-11,Acquisition,Clients inactifs,1339207,590,1339.207
3877,cultivate cross-platform infrastructures,2024-08-13,2024-04-04,Fidélisation,Clients actifs,1859889,457,1859.889
3878,re-contextualize granular architectures,2024-07-13,2024-08-25,Acquisition,Nouveaux clients,1832439,924,1832.439
3879,drive compelling content,2024-03-30,2024-01-28,Fidélisation,Clients inactifs,605364,629,605.364
3880,repurpose next-generation deliverables,2024-07-07,2024-10-16,Acquisition,Clients inactifs,1896785,429,1896.785
3881,expedite cross-platform markets,2024-12-06,2024-02-01,Fidélisation,Clients inactifs,1149042,108,1149.042
3882,incubate B2C e-business,2024-08-02,2024-03-26,Fidélisation,Clients actifs,505456,805,505.456
3883,visualize rich channels,2024-08-31,2024-09-12,Acquisition,Clients inactifs,948215,230,948.215
3884,exploit global architectures,2024-08-12,2024-06-25,Acquisition,Clients actifs,1774501,883,1774.501
3885,transform efficient eyeballs,2024-09-12,2024-11-17,Fidélisation,Clients inactifs,1928581,617,1928.581
3886,whiteboard frictionless communities,2024-01-06,2024-05-01,Acquisition,Clients inactifs,1771594,972,1771.594
3887,aggregate wireless applications,2024-05-14,2024-07-13,Fidélisation,Nouveaux clients,777409,831,777.409
3888,embrace wireless e-business,2024-02-09,2024-02-17,Acquisition,Clients actifs,1493332,276,1493.332
3889,integrate wireless content,2024-04-17,2024-04-08,Fidélisation,Nouveaux clients,531572,563,531.572
3890,evolve B2C functionalities,2024-12-02,2024-01-03,Acquisition,Clients inactifs,1047504,476,1047.504
3891,morph cross-platform partnerships,2024-04-02,2024-09-21,Fidélisation,Nouveaux clients,766392,151,766.392
3892,leverage global systems,2024-09-09,2024-06-18,Acquisition,Clients inactifs,664162,491,664.162
3893,orchestrate interactive convergence,2024-11-25,2024-12-14,Acquisition,Nouveaux clients,1731830,995,1731.83
3894,expedite impactful channels,2024-03-20,2024-08-11,Fidélisation,Nouveaux clients,528650,143,528.65
3895,facilitate visionary initiatives,2024-01-31,2024-04-18,Fidélisation,Nouveaux clients,831401,162,831.401
3896,mesh user-centric ROI,2024-07-12,2024-06-30,Fidélisation,Nouveaux clients,1573099,391,1573.099
3897,repurpose B2C technologies,2024-07-11,2024-10-31,Acquisition,Clients inactifs,695888,521,695.888
3898,cultivate open-source systems,2024-01-12,2024-04-22,Acquisition,Clients inactifs,704035,487,704.035
3899,disintermediate 24/365 infrastructures,2024-10-07,2024-01-30,Fidélisation,Clients actifs,959879,571,959.879
3900,harness magnetic e-business,2024-03-13,2024-04-29,Acquisition,Clients actifs,650757,700,650.757
3901,re-contextualize scalable interfaces,2024-07-12,2024-01-15,Acquisition,Clients inactifs,799945,747,799.945
3902,monetize next-generation info-mediaries,2024-03-30,2024-10-03,Fidélisation,Clients inactifs,1896884,986,1896.884
3903,envisioneer next-generation vortals,2024-05-10,2024-07-06,Acquisition,Clients inactifs,1870412,656,1870.412
3904,enable virtual markets,2024-07-15,2024-06-14,Acquisition,Clients inactifs,1802996,368,1802.996
3905,visualize virtual web-readiness,2024-07-27,2024-10-28,Acquisition,Clients actifs,1990952,242,1990.952
3906,streamline back-end applications,2024-06-27,2024-08-29,Acquisition,Clients inactifs,1074710,107,1074.71
3907,synergize cross-platform schemas,2024-01-05,2024-10-12,Fidélisation,Clients inactifs,555233,321,555.233
3908,enable impactful schemas,2024-10-22,2024-01-29,Fidélisation,Clients inactifs,911352,599,911.352
3909,transform web-enabled users,2024-06-16,2024-01-17,Acquisition,Clients actifs,698856,309,698.856
3910,brand B2C convergence,2024-02-17,2024-10-07,Acquisition,Nouveaux clients,1820472,926,1820.472
3911,repurpose strategic e-business,2024-04-13,2024-06-21,Acquisition,Clients inactifs,553693,597,553.693
3912,leverage killer users,2024-12-12,2024-09-13,Acquisition,Nouveaux clients,700800,988,700.8
3913,engage interactive e-business,2024-06-24,2024-06-28,Acquisition,Clients inactifs,1369233,162,1369.233
3914,drive bricks-and-clicks initiatives,2024-01-11,2024-11-01,Fidélisation,Clients inactifs,547692,636,547.692
3915,syndicate impactful synergies,2024-03-17,2024-05-06,Acquisition,Nouveaux clients,1104394,887,1104.394
3916,facilitate scalable synergies,2024-02-03,2024-05-19,Acquisition,Clients actifs,1813036,856,1813.036
3917,harness cutting-edge info-mediaries,2024-03-04,2024-05-23,Fidélisation,Clients inactifs,1459553,903,1459.553
3918,orchestrate sticky portals,2024-06-11,2024-09-24,Fidélisation,Clients inactifs,1125745,188,1125.745
3919,optimize integrated communities,2024-03-27,2024-10-28,Acquisition,Clients actifs,963339,489,963.339
3920,leverage impactful markets,2024-01-24,2024-07-15,Fidélisation,Clients actifs,1869504,426,1869.504
3921,architect open-source initiatives,2024-03-24,2024-09-09,Fidélisation,Nouveaux clients,568249,594,568.249
3922,revolutionize back-end e-services,2024-06-19,2024-01-11,Fidélisation,Clients actifs,1183966,232,1183.966
3923,incubate strategic users,2024-12-05,2024-10-11,Fidélisation,Clients inactifs,1927949,399,1927.949
3924,innovate user-centric metrics,2024-04-29,2024-01-28,Acquisition,Clients actifs,1937608,635,1937.608
3925,benchmark dot-com systems,2024-06-30,2024-12-05,Acquisition,Clients inactifs,575544,629,575.544
3926,orchestrate leading-edge initiatives,2024-07-14,2024-05-16,Acquisition,Nouveaux clients,947216,430,947.216
3927,drive virtual functionalities,2024-10-13,2024-04-30,Fidélisation,Nouveaux clients,1703769,836,1703.769
3928,orchestrate sticky experiences,2024-08-16,2024-03-17,Fidélisation,Nouveaux clients,1273853,671,1273.853
3929,incentivize proactive platforms,2024-03-24,2024-05-15,Acquisition,Clients actifs,1122451,967,1122.451
3930,productize web-enabled markets,2024-08-28,2024-08-11,Acquisition,Clients actifs,1548095,285,1548.095
3931,harness collaborative web-readiness,2024-09-11,2024-12-02,Acquisition,Clients actifs,946258,952,946.258
3932,expedite vertical functionalities,2024-04-26,2024-03-05,Fidélisation,Clients actifs,1460236,683,1460.236
3933,innovate e-business synergies,2024-07-05,2024-06-28,Acquisition,Clients actifs,1412772,520,1412.772
3934,productize virtual relationships,2024-03-25,2024-02-16,Acquisition,Nouveaux clients,1994229,314,1994.229
3935,synthesize real-time mindshare,2024-03-18,2024-12-07,Fidélisation,Nouveaux clients,1694227,636,1694.227
3936,syndicate interactive experiences,2024-05-23,2024-11-17,Acquisition,Clients actifs,1612070,355,1612.07
3937,embrace cross-media web-readiness,2024-07-11,2024-09-07,Fidélisation,Clients actifs,1931887,680,1931.887
3938,monetize innovative ROI,2024-01-14,2024-12-05,Acquisition,Nouveaux clients,614269,724,614.269
3939,empower visionary functionalities,2024-10-19,2024-09-10,Acquisition,Clients actifs,624352,812,624.352
3940,extend out-of-the-box content,2024-11-12,2024-05-29,Acquisition,Clients actifs,1561219,176,1561.219
3941,evolve next-generation systems,2024-09-27,2024-06-22,Acquisition,Nouveaux clients,1128507,994,1128.507
3942,drive clicks-and-mortar eyeballs,2024-06-19,2024-02-20,Acquisition,Clients actifs,1523021,656,1523.021
3943,architect innovative relationships,2024-06-06,2024-08-20,Acquisition,Clients inactifs,517696,979,517.696
3944,engineer integrated models,2024-08-21,2024-11-12,Acquisition,Clients inactifs,1930784,625,1930.784
3945,expedite vertical models,2024-06-18,2024-09-16,Acquisition,Clients inactifs,816798,358,816.798
3946,embrace leading-edge technologies,2024-10-25,2024-11-09,Fidélisation,Clients inactifs,893445,272,893.445
3947,enhance wireless content,2024-06-13,2024-07-27,Fidélisation,Nouveaux clients,1588969,366,1588.969
3948,matrix leading-edge solutions,2024-07-05,2024-06-27,Fidélisation,Clients actifs,757717,123,757.717
3949,unleash holistic web-readiness,2024-11-05,2024-07-28,Acquisition,Clients inactifs,1487349,633,1487.349
3950,unleash integrated bandwidth,2024-05-17,2024-03-27,Fidélisation,Clients inactifs,629390,454,629.39
3951,facilitate cross-platform e-business,2024-02-29,2024-03-16,Acquisition,Clients actifs,1407992,707,1407.992
3952,implement efficient action-items,2024-04-19,2024-05-26,Acquisition,Clients actifs,1025118,779,1025.118
3953,orchestrate customized content,2024-06-12,2024-06-17,Acquisition,Clients inactifs,837181,757,837.181
3954,integrate innovative functionalities,2024-02-17,2024-08-25,Fidélisation,Nouveaux clients,1126180,741,1126.18
3955,implement mission-critical methodologies,2024-07-01,2024-03-09,Fidélisation,Clients actifs,1293781,444,1293.781
3956,embrace 24/365 platforms,2024-07-03,2024-06-20,Acquisition,Nouveaux clients,1831176,532,1831.176
3957,iterate best-of-breed communities,2024-02-22,2024-06-21,Acquisition,Clients actifs,801816,226,801.816
3958,benchmark cross-media applications,2024-01-22,2024-06-08,Fidélisation,Nouveaux clients,1546708,631,1546.708
3959,transform sticky supply-chains,2024-06-20,2024-08-12,Fidélisation,Clients inactifs,576906,138,576.906
3960,whiteboard cross-platform networks,2024-11-18,2024-07-10,Acquisition,Clients actifs,1544897,436,1544.897
3961,productize revolutionary action-items,2024-06-27,2024-01-02,Fidélisation,Nouveaux clients,1018646,857,1018.646
3962,enhance vertical e-tailers,2024-11-25,2024-04-30,Fidélisation,Clients inactifs,1430763,415,1430.763
3963,unleash user-centric infrastructures,2024-02-26,2024-04-18,Acquisition,Clients actifs,829885,470,829.885
3964,empower interactive e-tailers,2024-08-18,2024-09-09,Fidélisation,Clients inactifs,1697518,465,1697.518
3965,productize global solutions,2024-01-26,2024-02-17,Acquisition,Nouveaux clients,937092,918,937.092
3966,maximize front-end bandwidth,2024-11-29,2024-09-09,Fidélisation,Nouveaux clients,859909,335,859.909
3967,unleash compelling markets,2024-04-17,2024-08-28,Acquisition,Clients inactifs,698282,496,698.282
3968,whiteboard seamless eyeballs,2024-06-20,2024-01-16,Fidélisation,Clients actifs,1620673,443,1620.673
3969,disintermediate vertical relationships,2024-07-27,2024-03-27,Fidélisation,Clients actifs,720793,190,720.793
3970,incentivize open-source systems,2024-06-13,2024-02-06,Acquisition,Nouveaux clients,1560462,595,1560.462
3971,harness innovative functionalities,2024-05-19,2024-03-07,Acquisition,Clients inactifs,1664250,879,1664.25
3972,embrace 24/365 supply-chains,2024-10-03,2024-06-30,Acquisition,Clients actifs,1871276,245,1871.276
3973,integrate collaborative metrics,2024-03-30,2024-07-27,Fidélisation,Clients actifs,508195,225,508.195
3974,matrix holistic portals,2024-08-27,2024-09-04,Acquisition,Nouveaux clients,851246,491,851.246
3975,optimize clicks-and-mortar content,2024-08-26,2024-11-27,Fidélisation,Nouveaux clients,850260,495,850.26
3976,re-intermediate holistic paradigms,2024-06-28,2024-08-31,Fidélisation,Clients actifs,1219037,123,1219.037
3977,reinvent impactful deliverables,2024-07-26,2024-08-27,Acquisition,Clients inactifs,1907146,112,1907.146
3978,monetize clicks-and-mortar interfaces,2024-05-03,2024-01-28,Acquisition,Clients inactifs,1704265,649,1704.265
3979,visualize magnetic experiences,2024-01-06,2024-09-06,Fidélisation,Clients inactifs,1747650,126,1747.65
3980,e-enable frictionless e-business,2024-09-02,2024-05-26,Acquisition,Clients inactifs,1644244,835,1644.244
3981,seize next-generation platforms,2024-04-06,2024-03-27,Fidélisation,Clients inactifs,1290302,902,1290.302
3982,transform integrated e-commerce,2024-11-13,2024-10-07,Acquisition,Nouveaux clients,931692,297,931.692
3983,enhance value-added experiences,2024-03-07,2024-11-01,Acquisition,Clients inactifs,1451640,387,1451.64
3984,integrate back-end niches,2024-08-06,2024-05-25,Fidélisation,Nouveaux clients,1898079,867,1898.079
3985,re-contextualize bricks-and-clicks e-commerce,2024-12-17,2024-02-21,Acquisition,Nouveaux clients,528965,736,528.965
